"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"1216",1216,"93/94","winter","location23","male",1,15.4410256410256,0.985621558714756,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1217",1217,"93/94","winter","location23","female",0,-3.55897435897437,-0.226445144082746,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1218",1218,"93/94","winter","location23","male",13,18.4410256410256,0.712665741059262,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1219",1219,"93/94","winter","location23","male",0,26.4410256410256,1.68235281228659,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1220",1220,"93/94","winter","location23","female",15,-3.55897435897437,0.515806793172501,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1221",1221,"93/94","winter","location23","female",2,-8.55897435897437,-1.45796156124913,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1222",1222,"93/94","winter","location23","male",10,-5.55897435897437,0.312609090111709,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1223",1223,"93/94","winter","location23","female",1,-1.55897435897437,0.0671843812233001,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1224",1224,"93/94","winter","location23","female",0,9.44102564102563,0.0272959803794504,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1225",1225,"93/94","winter","location19","male",325,-10.5589743589744,-0.867981036091068,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1226",1226,"93/94","winter","location19","female",0,-1.04242424242424,-0.295183680951476,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1227",1227,"93/94","winter","location19","female",1,-4.55897435897437,-1.12405221725372,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1228",1228,"93/94","winter","location19","female",3,-3.55897435897437,-0.968697081337988,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1230",1230,"93/94","winter","location19","female",2,-2.55897435897437,-0.629346008549599,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1232",1232,"93/94","winter","location19","female",0,7.95757575757576,-1.96377253873748,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"1234",1234,"93/94","winter","location19","female",116,-4.04242424242424,-1.41758219490956,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1235",1235,"93/94","winter","location19","female",0,-3.04242424242424,-0.126821249734455,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1236",1236,"93/94","winter","location19","female",113,-0.0424242424242442,-0.742649680204876,-2.00865503358761,-1.41051842694197,"1SW","Southern_Norway"
"1237",1237,"93/94","winter","location19","male",399,-3.04242424242424,0.720754223369703,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1239",1239,"93/94","winter","location19","female",1,-0.558974358974368,1.64182372076729,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1240",1240,"93/94","winter","location19","male",1142,-2.04242424242424,-0.603440099567718,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1242",1242,"93/94","winter","location19","female",3,1.95757575757576,-0.913773010323709,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1243",1243,"93/94","winter","location19","male",94,-0.0424242424242442,-0.392032138831534,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1245",1245,"93/94","winter","location19","male",0,-3.04242424242424,0.720754223369703,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1246",1246,"93/94","winter","location19","female",33,-5.04242424242424,-0.491347158738995,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1248",1248,"93/94","winter","location19","female",33,4.95757575757576,-0.943952387143597,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"1249",1249,"93/94","winter","location19","female",0,-14.5589743589744,-0.485641761526245,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1250",1250,"93/94","winter","location19","female",3,-4.04242424242424,-0.512236721657807,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1251",1251,"93/94","winter","location19","male",0,-2.04242424242424,0.191177723554974,0.77969973577338,-0.137307103507625,"1SW","England_Ireland"
"1252",1252,"93/94","winter","location19","male",0,-0.0424242424242442,-0.742649680204876,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1253",1253,"93/94","winter","location19","female",22,-5.04242424242424,-0.975590715334516,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1254",1254,"93/94","winter","location19","female",72,2.95757575757576,-0.714182951054915,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1255",1255,"93/94","winter","location19","male",0,-1.04242424242424,-0.295183680951476,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1256",1256,"93/94","winter","location19","female",0,1.95757575757576,-0.2918432378375,-0.614477648907116,1.13590421992672,"1SW","England_Ireland"
"1257",1257,"93/94","winter","location19","female",27,-7.55897435897437,-0.472129775813915,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"1260",1260,"93/94","winter","location19","female",0,1.95757575757576,-0.2918432378375,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1261",1261,"93/94","winter","location13","male",0,-8.55897435897437,-1.19558493848152,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1262",1262,"93/94","winter","location13","female",1,-10.5589743589744,1.14073297645329,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1264",1264,"93/94","winter","location13","female",8,0.441025641025632,2.36470157301823,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1265",1265,"93/94","winter","location13","female",5,-8.55897435897437,-0.146078447411074,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1266",1266,"93/94","winter","location13","female",0,-6.55897435897437,0.903850294084338,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1268",1268,"93/94","winter","location13","male",0,8.95757575757576,-0.566855717750547,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1269",1269,"93/94","winter","location13","female",21,7.95757575757576,-0.627335315137259,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1270",1270,"93/94","winter","location13","male",0,3.95757575757576,0.00304464034248907,-2.00865503358761,1.13590421992672,"1SW","England_Ireland"
"1271",1271,"93/94","winter","location13","male",3,3.95757575757576,-0.55110144165856,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1272",1272,"93/94","winter","location13","male",1,3.95757575757576,0.557190722343458,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1273",1273,"93/94","winter","location13","female",0,-1.04242424242424,-1.04116536362349,0.77969973577338,1.13590421992672,"1SW","England_Ireland"
"1274",1274,"93/94","winter","location13","female",0,-2.04242424242424,-0.603440099567718,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1276",1276,"93/94","winter","location13","female",1,-4.04242424242424,-0.512236721657807,0.77969973577338,1.13590421992672,"1SW","England_Ireland"
"1277",1277,"93/94","winter","location13","female",0,-4.55897435897437,0.86523226987172,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1278",1278,"93/94","winter","location13","female",2,6.95757575757576,-0.708409685930139,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1279",1279,"93/94","winter","location13","female",5,-9.55897435897437,-0.623173246666608,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1281",1281,"93/94","winter","location13","male",2,-0.558974358974368,-0.0683982888086381,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1282",1282,"93/94","winter","location13","female",1,-7.55897435897437,-0.472129775813915,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1283",1283,"93/94","winter","location13","male",111,-10.5589743589744,1.42769212110253,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1284",1284,"93/94","winter","location13","male",14,0.441025641025632,-1.0687687757873,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1285",1285,"93/94","winter","location13","female",1,-9.55897435897437,-0.623173246666608,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1286",1286,"93/94","winter","location13","male",0,-9.55897435897437,-0.897474295166809,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1287",1287,"93/94","winter","location13","male",0,-0.0424242424242442,-0.0414145974581481,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1288",1288,"93/94","winter","location13","female",0,-5.55897435897437,-0.839906566714503,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1289",1289,"93/94","winter","location13","male",44,-0.558974358974368,-0.425477609489304,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1290",1290,"93/94","winter","location13","female",0,-2.04242424242424,-0.206131188006388,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1291",1291,"93/94","winter","location13","male",0,0.957575757575756,-0.495035157666026,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1292",1292,"93/94","winter","location13","female",0,-3.04242424242424,-0.974396722838592,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1294",1294,"93/94","winter","location13","female",88,1.95757575757576,-1.2247378965668,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"1295",1295,"93/94","winter","location13","female",0,-2.04242424242424,-0.206131188006388,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1296",1296,"93/94","winter","location13","male",0,-2.04242424242424,-0.603440099567718,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1297",1297,"93/94","winter","location13","female",48,-3.04242424242424,-0.55060898628652,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1298",1298,"93/94","winter","location13","male",1,-1.04242424242424,-0.295183680951476,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1300",1300,"93/94","winter","location54","female",11,4.44102564102563,0.705446730363225,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1301",1301,"93/94","winter","location54","male",69,-2.55897435897437,-1.03652626564229,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1302",1302,"93/94","winter","location54","male",19,-7.55897435897437,0.0301371712107994,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1303",1303,"93/94","winter","location54","male",11,-5.55897435897437,-0.609403435349257,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"1304",1304,"93/94","winter","location54","female",3,11.4410256410256,0.113957287005387,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"1305",1305,"93/94","winter","location54","male",25,-4.55897435897437,-0.0188941688507255,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1306",1306,"93/94","winter","location44","male",56,3.44102564102563,-0.0206624217281242,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1307",1307,"93/94","winter","location44","female",69,-4.55897435897437,-0.0188941688507255,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1308",1308,"93/94","winter","location44","female",48,7.44102564102563,1.64045392131707,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1309",1309,"93/94","winter","location44","female",37,9.44102564102563,1.97287010239226,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1310",1310,"93/94","winter","location44","male",29,1.44102564102563,-1.23572499228579,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1311",1311,"93/94","winter","location44","female",1,-5.55897435897437,0.77361535284217,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1312",1312,"93/94","winter","location44","male",15,16.4410256410256,2.75800508640114,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1313",1313,"93/94","winter","location44","female",20,16.4410256410256,0.19385738052969,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1314",1314,"93/94","winter","location44","male",7,27.4410256410256,1.22937606196954,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1315",1315,"93/94","winter","location44","female",35,-0.558974358974368,1.7357919630517,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1316",1316,"93/94","winter","location44","female",8,-3.55897435897437,0.833914766281915,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1317",1317,"93/94","winter","location1","male",2,0.957575757575756,-1.15503200766655,0.77969973577338,-0.137307103507625,"1SW","England_Ireland"
"1318",1318,"93/94","winter","location1","male",0,-0.0424242424242442,-1.09326722157823,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1319",1319,"93/94","winter","location1","female",0,-25.5589743589744,-0.913773010323709,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1320",1320,"93/94","winter","location1","male",0,10.9575757575758,-1.6439185632225,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1321",1321,"93/94","winter","location1","female",1,-2.04242424242424,-1.79536683425173,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1322",1322,"93/94","winter","location1","male",0,1.95757575757576,-0.913773010323709,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1323",1323,"93/94","winter","location1","female",0,-6.55897435897437,-1.52543840307501,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1324",1324,"93/94","winter","location1","male",0,0.957575757575756,-0.495035157666026,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1325",1325,"93/94","winter","location1","female",0,-3.55897435897437,-1.18076906341092,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1326",1326,"93/94","winter","location1","female",0,-2.04242424242424,-1.00074901112905,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1327",1327,"93/94","winter","location1","male",0,-2.04242424242424,-1.39805792269039,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1328",1328,"93/94","winter","location1","female",0,-3.04242424242424,-0.974396722838592,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1329",1329,"93/94","winter","location1","female",1,-6.55897435897437,-1.26086240635468,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1330",1330,"93/94","winter","location1","female",0,0.957575757575756,-1.81502885766708,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1331",1331,"93/94","winter","location1","male",0,0.957575757575756,-1.15503200766655,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1332",1332,"93/94","winter","location1","male",0,-0.0424242424242442,-1.44388476295157,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1333",1333,"93/94","winter","location1","female",0,-4.04242424242424,-1.41758219490956,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1334",1334,"93/94","winter","location1","female",13,-1.04242424242424,-1.78714704629553,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1335",1335,"93/94","winter","location1","female",0,-4.55897435897437,1.08626387955228,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1336",1336,"93/94","winter","location1","male",0,2.95757575757576,-1.30091774743965,-0.614477648907116,-1.41051842694197,"1SW","Southern_Norway"
"1337",1337,"93/94","winter","location2","female",3,-2.55897435897437,0.490399698455335,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1338",1338,"93/94","winter","location2","female",1,-10.5589743589744,-1.15494018074027,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1339",1339,"93/94","winter","location2","female",0,1.95757575757576,-1.2247378965668,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1340",1340,"93/94","winter","location2","male",0,-2.55897435897437,0.571835749873843,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1341",1341,"93/94","winter","location2","female",7,-1.55897435897437,0.164961692334523,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1342",1342,"93/94","winter","location2","female",76,-2.55897435897437,-0.731141072822767,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1343",1343,"93/94","winter","location2","male",320,0.957575757575756,0.164961692334523,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1344",1344,"93/94","winter","location2","female",0,2.95757575757576,-0.714182951054915,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1345",1345,"93/94","winter","location2","female",18,-4.04242424242424,-0.0595639850319621,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1346",1346,"93/94","winter","location2","male",0,2.95757575757576,0.459286641714564,0.77969973577338,-0.137307103507625,"1SW","England_Ireland"
"1347",1347,"93/94","winter","location2","female",0,1.95757575757576,-0.2918432378375,-0.614477648907116,1.13590421992672,"1SW","England_Ireland"
"1348",1348,"93/94","winter","location2","female",0,-3.04242424242424,-0.974396722838592,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1349",1349,"93/94","winter","location2","female",458,-4.04242424242424,-0.512236721657807,0.77969973577338,-0.137307103507625,"1SW","England_Ireland"
"1350",1350,"93/94","winter","location2","female",1,2.95757575757576,-1.00755034924729,0.77969973577338,1.13590421992672,"1SW","England_Ireland"
"1351",1351,"93/94","winter","location2","female",0,4.95757575757576,-1.46787916564577,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1352",1352,"93/94","winter","location2","male",0,-1.55897435897437,1.7293986701135,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"1353",1353,"93/94","winter","location2","female",0,-5.55897435897437,2.04138257535105,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"1354",1354,"93/94","winter","location2","female",487,0.957575757575756,-0.495035157666026,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1355",1355,"93/94","winter","location2","male",0,-0.558974358974368,-1.45912827461761,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1356",1356,"93/94","winter","location2","male",0,2.95757575757576,0.459286641714564,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1357",1357,"93/94","winter","location2","male",0,4.95757575757576,-0.681988997892511,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1358",1358,"93/94","winter","location2","female",0,3.95757575757576,0.00304464034248907,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1359",1359,"93/94","winter","location2","female",1,-5.55897435897437,1.9261310096684,-2.00865503358761,1.13590421992672,"MSW","England_Ireland"
"1360",1360,"93/94","winter","location2","male",0,0.957575757575756,0.164961692334523,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1361",1361,"93/94","winter","location2","female",115,0.957575757575756,-0.495035157666026,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1362",1362,"93/94","winter","location2","female",0,-1.04242424242424,-1.04116536362349,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1363",1363,"93/94","winter","location2","female",0,0.957575757575756,-0.825033582666292,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1364",1364,"93/94","winter","location2","female",1,-3.04242424242424,-1.39818445939067,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1365",1365,"93/94","winter","location2","female",0,13.4410256410256,0.279940567437505,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1366",1366,"93/94","winter","location4","female",0,-2.04242424242424,-0.603440099567718,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1367",1367,"93/94","winter","location4","male",0,-2.55897435897437,2.628096048192,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1368",1368,"93/94","winter","location4","female",18,-2.55897435897437,-0.731141072822767,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1370",1370,"93/94","winter","location4","female",49,1.95757575757576,-0.913773010323709,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1371",1371,"93/94","winter","location4","female",0,-5.55897435897437,0.312609090111709,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1372",1372,"93/94","winter","location4","female",0,-7.55897435897437,2.03920495930948,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1373",1373,"93/94","winter","location4","female",1,0.957575757575756,-1.15503200766655,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1374",1374,"93/94","winter","location4","female",0,-0.0424242424242442,-0.742649680204876,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1375",1375,"93/94","winter","location4","male",159,4.95757575757576,-0.420025608641431,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1376",1376,"93/94","winter","location4","male",0,1.95757575757576,-0.2918432378375,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1377",1377,"93/94","winter","location4","male",1,1.95757575757576,0.330086534648685,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1378",1378,"93/94","winter","location4","male",0,0.957575757575756,-0.825033582666292,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1379",1379,"93/94","winter","location4","female",1,-2.55897435897437,1.40655527691387,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1380",1380,"93/94","winter","location4","male",0,4.95757575757576,-0.420025608641431,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1381",1381,"93/94","winter","location4","male",0,4.95757575757576,-1.20591577639468,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1382",1382,"93/94","winter","location4","male",0,6.44102564102563,-0.252242443911329,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1383",1383,"93/94","winter","location4","male",8,0.957575757575756,-0.495035157666026,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1384",1384,"93/94","winter","location4","male",77,3.95757575757576,-0.828174482659074,0.77969973577338,1.13590421992672,"1SW","Southern_Norway"
"1385",1385,"93/94","winter","location4","female",0,-16.5589743589744,-1.6439185632225,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1386",1386,"93/94","winter","location4","female",262,1.95757575757576,-1.5357027828099,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1387",1387,"93/94","winter","location4","female",5,6.44102564102563,0.252750887303313,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1388",1388,"93/94","winter","location4","female",0,-0.0424242424242442,-0.742649680204876,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1389",1389,"93/94","winter","location4","male",0,-2.04242424242424,-1.00074901112905,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1390",1390,"93/94","winter","location4","male",0,-2.04242424242424,-0.603440099567718,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1391",1391,"93/94","winter","location4","male",0,3.95757575757576,-0.828174482659074,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1392",1392,"93/94","winter","location4","female",114,-3.04242424242424,-0.126821249734455,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1393",1393,"93/94","winter","location4","female",7,-3.04242424242424,-1.82197219594275,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1394",1394,"93/94","winter","location4","male",223,-1.04242424242424,-0.295183680951476,0.77969973577338,1.13590421992672,"1SW","England_Ireland"
"1395",1395,"93/94","winter","location45","male",13,-4.55897435897437,0.0916216359895907,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1396",1396,"93/94","winter","location45","male",7,-6.55897435897437,-1.98243330650103,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1397",1397,"93/94","winter","location45","female",120,-3.55897435897437,-0.438517126155665,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1398",1398,"93/94","winter","location45","female",30,-6.55897435897437,-1.14060058966362,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1400",1400,"93/94","winter","location45","female",2,-3.55897435897437,-0.862661090301522,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1401",1401,"93/94","winter","location45","female",11,14.4410256410256,0.455865447566521,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1402",1402,"93/94","winter","location45","female",45,0.441025641025632,-0.52664187860747,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1403",1403,"93/94","winter","location45","female",34,-3.55897435897437,-1.71094901859325,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1404",1404,"93/94","winter","location45","female",24,14.4410256410256,1.00325651124915,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1405",1405,"93/94","winter","location45","male",287,-8.55897435897437,-1.45796156124913,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1406",1406,"93/94","winter","location45","male",9,-0.558974358974368,0.326268328785813,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1408",1408,"93/94","winter","location45","female",0,-3.55897435897437,-1.07473307237445,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1409",1409,"93/94","winter","location45","female",4,-7.55897435897437,-1.35109693310711,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1411",1411,"93/94","winter","location45","female",10,6.44102564102563,1.04631183635492,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1412",1412,"93/94","winter","location45","female",3,-9.55897435897437,-0.897474295166809,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1413",1413,"93/94","winter","location49","male",7,11.4410256410256,0.719261732749815,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1414",1414,"93/94","winter","location49","male",2,-1.55897435897437,-1.10614335211096,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1415",1415,"93/94","winter","location49","female",1,-7.55897435897437,0.406837381479266,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1416",1416,"93/94","winter","location49","female",25,9.44102564102563,0.805525629184605,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1417",1417,"93/94","winter","location49","female",35,-1.55897435897437,-1.10614335211096,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1418",1418,"93/94","winter","location49","male",2,-10.5589743589744,0.279855542505702,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1419",1419,"93/94","winter","location49","male",97,-16.5589743589744,-0.880033320166333,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1420",1420,"93/94","winter","location49","female",3,0.441025641025632,-0.165223947154238,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1421",1421,"93/94","winter","location49","female",19,23.4410256410256,1.73245421108576,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1422",1422,"93/94","winter","location49","male",62,-0.558974358974368,-0.801350578626867,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1423",1423,"93/94","winter","location49","male",0,-6.55897435897437,-0.178506056135135,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1424",1424,"93/94","winter","location49","male",0,-8.55897435897437,-0.146078447411074,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1425",1425,"93/94","winter","location49","female",48,-11.5589743589744,0.956837749048824,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1426",1426,"93/94","winter","location49","female",23,-4.55897435897437,-0.681988997892511,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"1428",1428,"93/94","winter","location49","male",49,9.44102564102563,0.157000921846977,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1429",1429,"93/94","winter","location53","male",9,11.4410256410256,1.02191395562203,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1430",1430,"93/94","winter","location53","male",21,-4.55897435897437,0.423169050510534,-2.00865503358761,1.13590421992672,"MSW","Southern_Norway"
"1431",1431,"93/94","winter","location53","female",4,5.44102564102563,-0.124017355306529,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1432",1432,"93/94","winter","location53","male",2,0.441025641025632,-1.2494777415139,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1433",1433,"93/94","winter","location53","male",5,0.441025641025632,-1.43018670724051,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
