"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"406",406,"92/93","winter","location43","male",0,3.44102564102563,-0.826322639013949,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"407",407,"92/93","winter","location43","female",1,-1.55897435897437,-0.715034107666203,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"408",408,"92/93","winter","location43","female",1,-4.55897435897437,-0.903020607573118,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"409",409,"92/93","winter","location43","female",0,-9.55897435897437,-0.623173246666608,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"410",410,"92/93","winter","location43","female",11,-0.558974358974368,-1.36516003233321,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"411",411,"92/93","winter","location43","female",0,14.4410256410256,0.455865447566521,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"412",412,"92/93","winter","location43","female",0,12.4410256410256,0.319784101657896,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"413",413,"92/93","winter","location43","female",0,15.4410256410256,-0.762502854562555,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"414",414,"92/93","winter","location43","female",0,-14.5589743589744,0.172062125029752,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"415",415,"92/93","winter","location43","female",1,11.4410256410256,1.4456270676431,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"416",416,"92/93","winter","location43","male",5,19.4410256410256,1.38327510506061,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"417",417,"92/93","winter","location43","male",1,20.4410256410256,2.18827237046442,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"418",418,"92/93","winter","location43","female",17,-5.55897435897437,-1.53141596081023,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"419",419,"92/93","winter","location43","male",1,10.4410256410256,0.638998636985724,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"420",420,"92/93","winter","location43","female",0,10.4410256410256,1.01484934495545,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"421",421,"92/93","winter","location43","female",0,-4.55897435897437,1.08626387955228,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"422",422,"92/93","winter","location24","female",1,20.4410256410256,1.55551864185573,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"423",423,"92/93","winter","location24","female",0,-10.5589743589744,-0.867981036091068,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"424",424,"92/93","winter","location24","female",0,14.4410256410256,0.455865447566521,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"425",425,"92/93","winter","location24","male",0,-14.5589743589744,-0.139481821233613,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"426",426,"92/93","winter","location24","male",2,31.4410256410256,1.41371811611615,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"427",427,"92/93","winter","location24","female",1,11.4410256410256,0.235018176154318,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"428",428,"92/93","winter","location24","male",3,23.4410256410256,1.3199561798354,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"429",429,"92/93","winter","location24","female",35,-2.55897435897437,0.571835749873843,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"430",430,"92/93","winter","location24","female",0,-3.55897435897437,0.515806793172501,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"431",431,"92/93","winter","location24","male",4,23.4410256410256,1.73245421108576,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"432",432,"92/93","winter","location24","female",0,-13.5589743589744,-0.49639977460384,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"433",433,"92/93","winter","location24","male",4,19.4410256410256,1.10353197405862,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"434",434,"92/93","winter","location24","female",0,14.4410256410256,0.784300085776096,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"435",435,"92/93","winter","location24","female",11,11.4410256410256,1.9298706242386,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"436",436,"92/93","winter","location24","female",0,15.4410256410256,0.720754223369703,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"437",437,"92/93","winter","location24","female",1,20.4410256410256,-0.523529323572733,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"438",438,"92/93","winter","location24","male",0,-5.55897435897437,-1.53141596081023,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"439",439,"92/93","winter","location24","female",6,12.4410256410256,0.319784101657896,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"440",440,"92/93","winter","location24","female",0,-11.5589743589744,-0.875652367019994,-2.00865503358761,-0.137307103507625,"MSW","Northern_reporting_groups"
"441",441,"92/93","winter","location24","female",0,11.4410256410256,-0.491347158738995,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"442",442,"92/93","winter","location24","female",1,12.4410256410256,-0.148319353955416,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"443",443,"92/93","winter","location24","female",0,-5.55897435897437,-1.07040969807975,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"444",444,"92/93","winter","location24","female",22,-0.558974358974368,-0.0683982888086381,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"445",445,"92/93","winter","location24","female",0,-9.55897435897437,-0.348872198166407,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"446",446,"92/93","winter","location24","female",1,-4.55897435897437,-0.46095738821191,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"447",447,"92/93","winter","location24","female",3,7.44102564102563,-0.377828881947195,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"448",448,"92/93","winter","location24","female",0,11.4410256410256,1.20350528934531,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"449",449,"92/93","winter","location24","female",9,16.4410256410256,0.645147376763053,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"450",450,"92/93","winter","location24","female",9,14.4410256410256,0.565343660303046,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"451",451,"92/93","winter","location24","male",1,19.4410256410256,-0.295183680951476,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"452",452,"92/93","winter","location24","male",1,8.44102564102563,-0.0978011488217941,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"453",453,"92/93","winter","location24","female",5,-12.5589743589744,-0.201935970617429,-0.614477648907116,-1.41051842694197,"MSW","Northern_reporting_groups"
"454",454,"92/93","winter","location24","female",0,-5.55897435897437,-0.378900303984012,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"455",455,"92/93","winter","location24","female",7,-11.5589743589744,-0.875652367019994,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"456",456,"92/93","winter","location24","female",1,16.4410256410256,-1.39591419711061,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"457",457,"92/93","winter","location25","male",1,-10.5589743589744,-1.72885847003866,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"458",458,"92/93","winter","location25","female",2,13.4410256410256,1.29845422484568,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"459",459,"92/93","winter","location25","female",2,12.4410256410256,1.49004274069114,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"460",460,"92/93","winter","location25","female",4,10.4410256410256,-0.613837056246764,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"461",461,"92/93","winter","location25","female",11,2.44102564102563,0.762033556830906,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"462",462,"92/93","winter","location25","male",3,-0.558974358974368,0.702141297923368,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"463",463,"92/93","winter","location25","female",1,10.4410256410256,1.26541648360189,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"464",464,"92/93","winter","location25","female",0,14.4410256410256,0.455865447566521,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"465",465,"92/93","winter","location25","female",4,10.4410256410256,0.764282206308943,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"466",466,"92/93","winter","location25","female",0,10.4410256410256,-0.363269917600273,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"467",467,"92/93","winter","location25","female",0,8.44102564102563,1.64857765231941,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"468",468,"92/93","winter","location25","female",12,-2.55897435897437,0.1850145056358,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"469",469,"92/93","winter","location25","female",2,13.4410256410256,1.29845422484568,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"470",470,"92/93","winter","location25","female",8,10.4410256410256,0.764282206308943,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"471",471,"92/93","winter","location25","male",0,8.44102564102563,-0.366474810535862,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"472",472,"92/93","winter","location25","male",5,-0.558974358974368,-0.801350578626867,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"473",473,"92/93","winter","location25","male",0,4.44102564102563,-1.54549794764609,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"474",474,"92/93","winter","location25","female",5,10.4410256410256,2.26768503818787,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"475",475,"92/93","winter","location25","male",7,5.44102564102563,0.92337248913578,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"476",476,"92/93","winter","location25","female",0,-14.5589743589744,-0.485641761526245,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"477",477,"92/93","winter","location25","female",17,-12.5589743589744,-1.46078006012651,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"478",478,"92/93","winter","location25","male",9,33.4410256410256,-0.626935354585745,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"479",479,"92/93","winter","location25","female",0,-12.5589743589744,1.68633016364611,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"480",480,"92/93","winter","location25","male",0,-9.55897435897437,-0.623173246666608,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"481",481,"92/93","winter","location25","female",9,13.4410256410256,1.86429514562805,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"482",482,"92/93","winter","location25","female",0,12.4410256410256,-0.382371081762103,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"483",483,"92/93","winter","location25","female",0,-15.5589743589744,-0.849169099971394,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"484",484,"92/93","winter","location25","male",6,-7.55897435897437,-1.22553019635093,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"485",485,"92/93","winter","location25","female",1,15.4410256410256,-0.0208743155963903,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"486",486,"92/93","winter","location25","male",0,-9.55897435897437,-1.171775343667,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"487",487,"92/93","winter","location25","female",0,-2.55897435897437,-1.03652626564229,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"488",488,"92/93","winter","location25","female",0,-12.5589743589744,-0.548118095232448,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"489",489,"92/93","winter","location25","female",13,-15.5589743589744,-0.122239478108166,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"490",490,"92/93","winter","location25","female",0,-11.5589743589744,-0.875652367019994,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"491",491,"92/93","winter","location22","male",0,4.44102564102563,-0.924547691643514,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"492",492,"92/93","winter","location22","male",0,1.44102564102563,-0.453411930439473,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"493",493,"92/93","winter","location22","female",0,-15.5589743589744,-0.849169099971394,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"494",494,"92/93","winter","location22","male",0,0.441025641025632,-1.2494777415139,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"495",495,"92/93","winter","location22","female",55,-0.558974358974368,-0.425477609489304,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"496",496,"92/93","winter","location22","male",1,10.4410256410256,2.26768503818787,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"497",497,"92/93","winter","location22","male",1,5.44102564102563,0.175236885962733,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"498",498,"92/93","winter","location22","female",0,11.4410256410256,0.59820084360096,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
